district,season,crop_type,start,end,tmax_mean_c,tmin_mean_c,tmax_peak_c,rain_mm,frost_days,hot_days_35c
Faisalabad,2018-19,maize,2018-08-01,2018-11-15,34.097,23.091,40.3,30.3,0,55
Faisalabad,2018-19,onion,2018-12-01,2019-04-30,23.573,10.988,39.1,129.4,0,16
Faisalabad,2018-19,potato,2018-10-15,2019-02-15,22.823,10.146,33.2,46.7,0,0
Faisalabad,2018-19,rice,2018-06-15,2018-10-15,36.159,26.589,40.8,173.8,0,84
Faisalabad,2018-19,sugarcane,2018-03-01,2018-11-30,34.668,22.755,43.8,260.0,0,147
Faisalabad,2018-19,tomato,2018-09-01,2018-12-31,29.006,16.442,39.3,15.5,0,26
Faisalabad,2019-20,bajra,2019-07-15,2019-10-15,35.516,26.633,41.3,233.8,0,49
Faisalabad,2019-20,barley,2019-12-01,2020-03-15,19.6,8.117,28.3,160.5,3,0
Faisalabad,2019-20,cotton,2019-05-15,2019-10-31,36.356,25.953,44.1,282.5,0,103
Faisalabad,2019-20,jowar,2019-07-01,2019-10-15,36.05,27.029,41.9,247.2,0,63
Faisalabad,2019-20,maize,2019-08-01,2019-11-15,33.628,23.752,41.3,153.8,0,43
Faisalabad,2019-20,onion,2019-12-01,2020-04-30,22.51,10.939,37.5,221.5,3,5
Faisalabad,2019-20,potato,2019-10-15,2020-02-15,21.622,10.047,33.9,75.3,3,0
Faisalabad,2019-20,rice,2019-06-15,2019-10-15,36.301,27.056,41.9,265.5,0,77
Faisalabad,2019-20,sugarcane,2019-03-01,2019-11-30,33.642,22.347,44.1,332.4,0,133
Faisalabad,2019-20,tomato,2019-09-01,2019-12-31,27.925,16.987,41.3,98.7,2,20
Faisalabad,2019-20,wheat,2019-12-01,2020-03-15,19.6,8.117,28.3,160.5,3,0
Faisalabad,2020-21,bajra,2020-07-15,2020-10-15,36.372,26.372,41.0,175.2,0,73
Faisalabad,2020-21,cotton,2020-05-15,2020-10-31,36.825,25.681,43.8,226.2,0,126
Faisalabad,2020-21,jowar,2020-07-01,2020-10-15,36.657,26.678,43.3,189.2,0,86
Faisalabad,2020-21,onion,2020-12-01,2021-04-30,25.711,11.942,41.0,73.2,0,12
Faisalabad,2020-21,potato,2020-10-15,2021-02-15,23.471,9.846,35.2,45.2,0,3
Faisalabad,2020-21,rice,2020-06-15,2020-10-15,37.119,26.981,43.8,215.3,0,102
Faisalabad,2020-21,sugarcane,2020-03-01,2020-11-30,33.449,21.94,43.8,368.5,0,138
Faisalabad,2020-21,tomato,2020-09-01,2020-12-31,29.17,16.066,38.4,54.2,0,39
Faisalabad,2021-22,bajra,2021-07-15,2021-10-15,36.186,27.002,43.1,119.6,0,57
Faisalabad,2021-22,cotton,2021-05-15,2021-10-31,36.927,26.31,44.6,141.8,0,115
Faisalabad,2021-22,maize,2021-08-01,2021-11-15,34.25,23.562,40.6,85.1,0,46
Faisalabad,2021-22,onion,2021-12-01,2022-04-30,26.914,12.921,44.6,93.5,0,46
Faisalabad,2021-22,potato,2021-10-15,2022-02-15,23.238,10.319,34.4,74.0,0,0
Faisalabad,2021-22,rice,2021-06-15,2021-10-15,37.041,27.424,43.1,131.1,0,86
Faisalabad,2021-22,sugarcane,2021-03-01,2021-11-30,34.849,22.819,44.6,177.8,0,138
Faisalabad,2021-22,tomato,2021-09-01,2021-12-31,28.907,16.687,38.0,62.2,0,16
Faisalabad,2022-23,bajra,2022-07-15,2022-10-15,34.837,25.733,38.6,300.3,0,45
Faisalabad,2022-23,cotton,2022-05-15,2022-10-31,36.404,25.759,46.4,439.5,0,94
Faisalabad,2022-23,maize,2022-08-01,2022-11-15,33.704,23.284,38.6,141.8,0,41
Faisalabad,2022-23,onion,2022-12-01,2023-04-30,24.825,11.782,39.1,178.2,2,10
Faisalabad,2022-23,potato,2022-10-15,2023-02-15,23.569,10.534,34.8,52.1,2,0
Faisalabad,2022-23,rice,2022-06-15,2022-10-15,35.336,26.158,45.2,438.9,0,65
Faisalabad,2022-23,sugarcane,2022-03-01,2022-11-30,35.629,23.218,46.4,480.5,0,154
Faisalabad,2022-23,tomato,2022-09-01,2022-12-31,29.324,17.193,38.6,70.4,0,28
Faisalabad,2023-24,cotton,2023-05-15,2023-10-31,35.471,25.164,43.7,263.0,0,102
Faisalabad,2023-24,maize,2023-08-01,2023-11-15,33.721,23.079,40.8,126.8,0,50
Faisalabad,2023-24,onion,2023-12-01,2024-04-30,24.19,10.933,37.6,96.8,0,4
Faisalabad,2023-24,potato,2023-10-15,2024-02-15,22.801,10.361,31.9,78.8,0,0
Faisalabad,2023-24,rice,2023-06-15,2023-10-15,36.046,26.413,43.7,204.8,0,80
Faisalabad,2023-24,sugarcane,2023-03-01,2023-11-30,33.171,21.9,43.7,462.2,0,120
Faisalabad,2023-24,tomato,2023-09-01,2023-12-31,29.182,17.004,38.7,109.1,0,24
Faisalabad,2023-24,wheat,2023-12-01,2024-03-15,20.897,7.963,28.2,40.3,0,0
Faisalabad,2024-25,cotton,2024-05-15,2024-10-31,37.281,26.338,47.0,392.0,0,101
Faisalabad,2024-25,onion,2024-12-01,2025-04-30,26.589,12.49,43.5,58.4,0,30
Faisalabad,2024-25,potato,2024-10-15,2025-02-15,24.165,11.173,34.4,30.1,0,0
Faisalabad,2024-25,rice,2024-06-15,2024-10-15,36.183,26.71,45.6,385.7,0,70
Faisalabad,2024-25,sugarcane,2024-03-01,2024-11-30,34.69,22.669,47.0,487.5,0,118
Faisalabad,2024-25,tomato,2024-09-01,2024-12-31,29.234,17.403,38.2,85.2,0,19
Faisalabad,2024-25,wheat,2024-12-01,2025-03-15,22.106,9.009,31.9,56.4,0,0
Gujranwala,2017-18,bajra,2017-07-15,2017-10-15,34.53,24.942,38.5,220.7,0,35
Gujranwala,2017-18,barley,2017-12-01,2018-03-15,21.879,8.355,30.5,62.1,0,0
Gujranwala,2017-18,jowar,2017-07-01,2017-10-15,34.65,25.19,38.5,286.8,0,46
Gujranwala,2017-18,maize,2017-08-01,2017-11-15,32.932,22.07,38.5,187.7,0,31
Gujranwala,2017-18,potato,2017-10-15,2018-02-15,22.915,9.629,34.3,72.2,0,0
Gujranwala,2017-18,rice,2017-06-15,2017-10-15,34.801,25.337,40.3,353.3,0,56
Gujranwala,2017-18,sugarcane,2017-03-01,2017-11-30,33.28,21.294,46.0,500.3,0,114
Gujranwala,2017-18,tomato,2017-09-01,2017-12-31,28.285,15.822,38.5,55.8,0,23
Gujranwala,2018-19,bajra,2018-07-15,2018-10-15,33.677,24.524,36.9,300.8,0,18
Gujranwala,2018-19,barley,2018-12-01,2019-03-15,18.722,7.027,23.5,181.3,2,0
Gujranwala,2018-19,jowar,2018-07-01,2018-10-15,33.856,24.777,38.3,341.7,0,25
Gujranwala,2018-19,maize,2018-08-01,2018-11-15,31.881,21.417,36.9,214.3,0,17
Gujranwala,2018-19,onion,2018-12-01,2019-04-30,22.615,10.181,38.4,208.5,2,13
Gujranwala,2018-19,potato,2018-10-15,2019-02-15,21.499,9.152,31.6,143.1,2,0
Gujranwala,2018-19,rice,2018-06-15,2018-10-15,34.179,24.932,40.3,432.4,0,35
Gujranwala,2018-19,sugarcane,2018-03-01,2018-11-30,32.85,21.147,43.0,551.2,0,82
Gujranwala,2018-19,tomato,2018-09-01,2018-12-31,27.335,15.037,36.8,126.1,2,9
Gujranwala,2019-20,bajra,2019-07-15,2019-10-15,33.249,24.96,38.1,345.3,0,21
Gujranwala,2019-20,jowar,2019-07-01,2019-10-15,33.809,25.306,42.7,392.7,0,32
Gujranwala,2019-20,maize,2019-08-01,2019-11-15,31.765,22.261,38.1,216.8,0,18
Gujranwala,2019-20,onion,2019-12-01,2020-04-30,21.746,10.32,36.0,351.4,2,1
Gujranwala,2019-20,potato,2019-10-15,2020-02-15,20.78,9.612,32.8,138.9,2,0
Gujranwala,2019-20,rice,2019-06-15,2019-10-15,34.507,25.54,42.8,406.4,0,46
Gujranwala,2019-20,sugarcane,2019-03-01,2019-11-30,32.575,21.272,44.0,517.5,0,99
Gujranwala,2019-20,tomato,2019-09-01,2019-12-31,26.484,15.984,38.1,142.3,1,12
Gujranwala,2019-20,wheat,2019-12-01,2020-03-15,18.802,7.685,26.4,251.1,2,0
Gujranwala,2020-21,bajra,2020-07-15,2020-10-15,34.28,24.78,38.0,300.9,0,36
Gujranwala,2020-21,jowar,2020-07-01,2020-10-15,34.681,25.128,40.9,343.3,0,48
Gujranwala,2020-21,onion,2020-12-01,2021-04-30,23.309,10.85,38.4,151.7,1,5
Gujranwala,2020-21,potato,2020-10-15,2021-02-15,21.305,8.891,31.9,121.5,1,0
Gujranwala,2020-21,rice,2020-06-15,2020-10-15,35.244,25.4,42.0,376.8,0,63
Gujranwala,2020-21,sugarcane,2020-03-01,2020-11-30,31.947,20.613,43.0,639.5,0,93
Gujranwala,2020-21,tomato,2020-09-01,2020-12-31,27.042,14.728,36.6,98.9,1,16
Gujranwala,2021-22,maize,2021-08-01,2021-11-15,32.264,22.096,40.1,169.0,0,24
Gujranwala,2021-22,onion,2021-12-01,2022-04-30,24.843,11.65,42.2,174.7,0,35
Gujranwala,2021-22,potato,2021-10-15,2022-02-15,21.385,9.102,33.3,174.5,0,0
Gujranwala,2021-22,rice,2021-06-15,2021-10-15,35.333,25.951,43.6,263.9,0,56
Gujranwala,2021-22,sugarcane,2021-03-01,2021-11-30,32.723,21.209,44.4,359.1,0,93
Gujranwala,2021-22,tomato,2021-09-01,2021-12-31,27.075,15.361,36.4,121.6,0,4
Gujranwala,2022-23,maize,2022-08-01,2022-11-15,31.86,21.757,36.3,205.8,0,14
Gujranwala,2022-23,onion,2022-12-01,2023-04-30,23.791,11.048,37.9,141.0,3,7
Gujranwala,2022-23,potato,2022-10-15,2023-02-15,21.843,9.619,32.9,114.4,3,0
Gujranwala,2022-23,rice,2022-06-15,2022-10-15,34.015,24.811,45.2,450.8,0,37
Gujranwala,2022-23,sugarcane,2022-03-01,2022-11-30,33.884,21.685,45.2,531.3,0,114
Gujranwala,2022-23,tomato,2022-09-01,2022-12-31,27.467,15.716,36.0,97.9,0,10
Gujranwala,2023-24,maize,2023-08-01,2023-11-15,32.095,21.556,38.2,265.3,0,26
Gujranwala,2023-24,onion,2023-12-01,2024-04-30,22.435,9.925,35.5,205.7,0,2
Gujranwala,2023-24,potato,2023-10-15,2024-02-15,21.014,9.248,29.7,108.8,0,0
Gujranwala,2023-24,rice,2023-06-15,2023-10-15,34.753,24.941,42.5,406.2,0,52
Gujranwala,2023-24,sugarcane,2023-03-01,2023-11-30,32.164,20.679,42.5,621.4,0,83
Gujranwala,2023-24,tomato,2023-09-01,2023-12-31,27.399,15.664,37.6,176.2,0,12
Gujranwala,2023-24,wheat,2023-12-01,2024-03-15,18.938,7.079,25.6,128.0,0,0
Gujranwala,2024-25,onion,2024-12-01,2025-04-30,24.558,11.191,40.4,115.8,0,22
Gujranwala,2024-25,potato,2024-10-15,2025-02-15,22.957,10.418,33.5,13.6,0,0
Gujranwala,2024-25,rice,2024-06-15,2024-10-15,34.966,25.367,45.5,638.2,0,44
Gujranwala,2024-25,sugarcane,2024-03-01,2024-11-30,33.297,21.356,45.5,794.4,0,87
Gujranwala,2024-25,tomato,2024-09-01,2024-12-31,27.857,16.217,36.6,92.4,0,5
Gujranwala,2024-25,wheat,2024-12-01,2025-03-15,20.533,8.23,27.7,110.8,0,0
Gujrat,2017-18,bajra,2017-07-15,2017-10-15,33.465,24.295,36.4,299.7,0,11
Gujrat,2017-18,barley,2017-12-01,2018-03-15,21.785,8.974,30.6,93.9,0,0
Gujrat,2017-18,jowar,2017-07-01,2017-10-15,33.666,24.57,37.8,381.2,0,19
Gujrat,2017-18,maize,2017-08-01,2017-11-15,32.026,21.642,36.4,242.9,0,9
Gujrat,2017-18,potato,2017-10-15,2018-02-15,22.647,10.109,34.0,84.4,0,0
Gujrat,2017-18,rice,2017-06-15,2017-10-15,33.86,24.762,39.6,457.7,0,29
Gujrat,2017-18,sugarcane,2017-03-01,2017-11-30,32.336,20.862,44.4,660.4,0,78
Gujrat,2017-18,tomato,2017-09-01,2017-12-31,27.538,15.854,36.4,103.8,0,7
Gujrat,2018-19,bajra,2018-07-15,2018-10-15,33.3,24.167,36.3,459.1,0,11
Gujrat,2018-19,barley,2018-12-01,2019-03-15,18.294,7.464,23.4,239.5,0,0
Gujrat,2018-19,jowar,2018-07-01,2018-10-15,33.479,24.392,38.3,527.0,0,18
Gujrat,2018-19,maize,2018-08-01,2018-11-15,31.464,21.196,36.3,273.1,0,10
Gujrat,2018-19,onion,2018-12-01,2019-04-30,21.956,10.442,37.2,289.0,0,5
Gujrat,2018-19,potato,2018-10-15,2019-02-15,21.109,9.531,31.5,200.0,0,0
Gujrat,2018-19,rice,2018-06-15,2018-10-15,33.912,24.652,41.7,610.3,0,29
Gujrat,2018-19,sugarcane,2018-03-01,2018-11-30,32.612,21.051,43.8,797.4,0,77
Gujrat,2018-19,tomato,2018-09-01,2018-12-31,26.957,15.078,36.3,178.1,0,3
Gujrat,2019-20,bajra,2019-07-15,2019-10-15,32.659,24.59,37.8,478.3,0,13
Gujrat,2019-20,barley,2019-12-01,2020-03-15,18.301,7.985,25.9,336.0,0,0
Gujrat,2019-20,jowar,2019-07-01,2019-10-15,33.212,24.904,42.1,537.0,0,21
Gujrat,2019-20,maize,2019-08-01,2019-11-15,31.006,21.941,37.5,324.6,0,10
Gujrat,2019-20,onion,2019-12-01,2020-04-30,21.057,10.449,35.4,466.2,0,1
Gujrat,2019-20,potato,2019-10-15,2020-02-15,20.173,9.807,31.5,202.0,0,0
Gujrat,2019-20,rice,2019-06-15,2019-10-15,33.906,25.093,42.1,541.7,0,35
Gujrat,2019-20,sugarcane,2019-03-01,2019-11-30,31.788,20.891,43.3,730.2,0,77
Gujrat,2019-20,tomato,2019-09-01,2019-12-31,25.725,15.856,37.5,203.2,0,7
Gujrat,2019-20,wheat,2019-12-01,2020-03-15,18.301,7.985,25.9,336.0,0,0
Gujrat,2020-21,bajra,2020-07-15,2020-10-15,33.648,24.333,37.0,456.9,0,22
Gujrat,2020-21,jowar,2020-07-01,2020-10-15,34.06,24.695,40.3,504.9,0,35
Gujrat,2020-21,onion,2020-12-01,2021-04-30,23.169,11.215,38.0,233.4,0,5
Gujrat,2020-21,potato,2020-10-15,2021-02-15,21.136,9.444,31.9,151.5,0,0
Gujrat,2020-21,rice,2020-06-15,2020-10-15,34.582,24.949,41.1,546.5,0,49
Gujrat,2020-21,sugarcane,2020-03-01,2020-11-30,31.159,20.364,41.8,918.1,0,75
Gujrat,2020-21,tomato,2020-09-01,2020-12-31,26.664,15.007,36.0,84.9,0,10
Gujrat,2021-22,bajra,2021-07-15,2021-10-15,33.316,24.937,37.6,437.6,0,17
Gujrat,2021-22,jowar,2021-07-01,2021-10-15,33.81,25.289,41.0,490.7,0,28
Gujrat,2021-22,onion,2021-12-01,2022-04-30,24.886,12.106,41.6,214.8,0,34
Gujrat,2021-22,potato,2021-10-15,2022-02-15,21.212,9.296,33.6,208.6,0,0
Gujrat,2021-22,rice,2021-06-15,2021-10-15,34.396,25.394,43.1,494.7,0,43
Gujrat,2021-22,sugarcane,2021-03-01,2021-11-30,32.069,20.957,43.5,672.4,0,76
Gujrat,2021-22,tomato,2021-09-01,2021-12-31,26.82,15.325,35.4,206.2,0,1
Gujrat,2022-23,bajra,2022-07-15,2022-10-15,32.772,24.087,36.6,408.5,0,7
Gujrat,2022-23,onion,2022-12-01,2023-04-30,23.423,11.162,37.0,216.1,0,5
Gujrat,2022-23,potato,2022-10-15,2023-02-15,21.645,9.81,32.0,170.6,0,0
Gujrat,2022-23,rice,2022-06-15,2022-10-15,33.465,24.45,44.4,614.0,0,22
Gujrat,2022-23,sugarcane,2022-03-01,2022-11-30,33.511,21.678,44.6,731.4,0,98
Gujrat,2022-23,tomato,2022-09-01,2022-12-31,27.06,15.608,35.2,152.4,0,1
Gujrat,2023-24,bajra,2023-07-15,2023-10-15,34.028,24.237,37.8,315.6,0,25
Gujrat,2023-24,onion,2023-12-01,2024-04-30,22.449,10.295,34.0,282.3,0,0
Gujrat,2023-24,potato,2023-10-15,2024-02-15,21.467,9.879,29.8,158.3,0,0
Gujrat,2023-24,rice,2023-06-15,2023-10-15,34.533,24.646,41.3,529.0,0,44
Gujrat,2023-24,sugarcane,2023-03-01,2023-11-30,31.784,20.54,41.5,814.5,0,72
Gujrat,2023-24,tomato,2023-09-01,2023-12-31,27.615,16.068,37.8,147.2,0,14
Gujrat,2023-24,wheat,2023-12-01,2024-03-15,19.406,7.66,26.1,196.4,0,0
Gujrat,2024-25,bajra,2024-07-15,2024-10-15,33.23,24.344,38.4,474.2,0,19
Gujrat,2024-25,onion,2024-12-01,2025-04-30,25.451,11.624,41.0,156.4,0,22
Gujrat,2024-25,potato,2024-10-15,2025-02-15,23.519,10.954,32.4,16.0,0,0
Gujrat,2024-25,rice,2024-06-15,2024-10-15,34.553,24.985,44.7,538.0,0,42
Gujrat,2024-25,sugarcane,2024-03-01,2024-11-30,32.65,21.113,44.7,716.0,0,81
Gujrat,2024-25,tomato,2024-09-01,2024-12-31,27.668,16.402,36.2,152.9,0,4
Gujrat,2024-25,wheat,2024-12-01,2025-03-15,21.625,8.794,28.9,146.2,0,0
Hafizabad,2017-18,bajra,2017-07-15,2017-10-15,35.643,25.542,39.0,158.1,0,60
Hafizabad,2017-18,barley,2017-12-01,2018-03-15,23.017,8.647,33.2,32.6,0,0
Hafizabad,2017-18,jowar,2017-07-01,2017-10-15,35.722,25.789,39.0,225.1,0,72
Hafizabad,2017-18,maize,2017-08-01,2017-11-15,33.856,22.664,39.0,130.4,0,47
Hafizabad,2017-18,potato,2017-10-15,2018-02-15,23.672,9.81,35.0,33.8,0,0
Hafizabad,2017-18,rice,2017-06-15,2017-10-15,35.798,25.868,40.7,275.4,0,83
Hafizabad,2017-18,sugarcane,2017-03-01,2017-11-30,33.956,21.727,46.2,374.0,0,149
Hafizabad,2017-18,tomato,2017-09-01,2017-12-31,28.897,16.161,39.0,47.9,0,29
Hafizabad,2018-19,bajra,2018-07-15,2018-10-15,34.773,25.256,39.6,189.4,0,43
Hafizabad,2018-19,barley,2018-12-01,2019-03-15,19.121,7.218,24.9,159.8,0,0
Hafizabad,2018-19,jowar,2018-07-01,2018-10-15,34.883,25.465,39.6,217.1,0,53
Hafizabad,2018-19,maize,2018-08-01,2018-11-15,32.96,22.075,39.6,88.0,0,38
Hafizabad,2018-19,onion,2018-12-01,2019-04-30,23.013,10.488,38.2,193.7,0,17
Hafizabad,2018-19,potato,2018-10-15,2019-02-15,22.219,9.517,32.9,80.4,0,0
Hafizabad,2018-19,rice,2018-06-15,2018-10-15,35.072,25.588,41.2,312.8,0,64
Hafizabad,2018-19,sugarcane,2018-03-01,2018-11-30,33.874,21.915,43.8,456.2,0,120
Hafizabad,2018-19,tomato,2018-09-01,2018-12-31,28.37,15.646,38.9,31.4,0,23
Hafizabad,2019-20,bajra,2019-07-15,2019-10-15,34.28,25.796,39.2,262.8,0,36
Hafizabad,2019-20,jowar,2019-07-01,2019-10-15,34.879,26.177,42.7,280.7,0,49
Hafizabad,2019-20,maize,2019-08-01,2019-11-15,32.561,23.046,39.2,207.0,0,30
Hafizabad,2019-20,onion,2019-12-01,2020-04-30,22.055,10.56,37.2,226.4,5,4
Hafizabad,2019-20,potato,2019-10-15,2020-02-15,21.172,9.798,33.3,134.1,5,0
Hafizabad,2019-20,rice,2019-06-15,2019-10-15,35.424,26.356,42.7,294.8,0,64
Hafizabad,2019-20,sugarcane,2019-03-01,2019-11-30,33.147,21.88,45.2,426.2,0,121
Hafizabad,2019-20,tomato,2019-09-01,2019-12-31,27.103,16.453,39.2,160.0,4,16
Hafizabad,2019-20,wheat,2019-12-01,2020-03-15,19.119,7.785,27.1,158.3,5,0
Hafizabad,2020-21,bajra,2020-07-15,2020-10-15,35.016,25.359,39.6,315.0,0,49
Hafizabad,2020-21,jowar,2020-07-01,2020-10-15,35.406,25.691,41.3,355.8,0,63
Hafizabad,2020-21,onion,2020-12-01,2021-04-30,23.692,11.045,39.1,116.6,1,5
Hafizabad,2020-21,potato,2020-10-15,2021-02-15,21.926,8.93,33.2,71.6,1,0
Hafizabad,2020-21,rice,2020-06-15,2020-10-15,35.921,25.954,42.5,397.0,0,79
Hafizabad,2020-21,sugarcane,2020-03-01,2020-11-30,32.537,21.1,43.6,556.4,0,113
Hafizabad,2021-22,jowar,2021-07-01,2021-10-15,35.507,26.488,41.8,190.0,0,59
Hafizabad,2021-22,maize,2021-08-01,2021-11-15,33.207,22.783,40.2,133.8,0,36
Hafizabad,2021-22,onion,2021-12-01,2022-04-30,25.154,12.103,43.7,147.1,0,33
Hafizabad,2021-22,potato,2021-10-15,2022-02-15,22.002,9.613,33.7,102.7,0,0
Hafizabad,2021-22,rice,2021-06-15,2021-10-15,35.928,26.476,42.4,191.8,0,74
Hafizabad,2021-22,sugarcane,2021-03-01,2021-11-30,33.328,21.72,44.3,265.8,0,114
Hafizabad,2022-23,maize,2022-08-01,2022-11-15,32.539,22.301,36.7,255.7,0,26
Hafizabad,2022-23,onion,2022-12-01,2023-04-30,24.054,11.186,38.5,169.0,2,9
Hafizabad,2022-23,potato,2022-10-15,2023-02-15,22.303,9.777,33.1,151.9,2,0
Hafizabad,2022-23,rice,2022-06-15,2022-10-15,34.659,25.354,45.9,461.5,0,52
Hafizabad,2022-23,sugarcane,2022-03-01,2022-11-30,34.429,22.219,45.9,601.0,0,127
Hafizabad,2023-24,maize,2023-08-01,2023-11-15,32.523,22.092,39.7,201.7,0,36
Hafizabad,2023-24,onion,2023-12-01,2024-04-30,22.598,10.105,35.5,173.4,0,1
Hafizabad,2023-24,potato,2023-10-15,2024-02-15,21.317,9.531,30.1,95.7,0,0
Hafizabad,2023-24,rice,2023-06-15,2023-10-15,35.095,25.431,42.9,355.9,0,60
Hafizabad,2023-24,sugarcane,2023-03-01,2023-11-30,32.421,21.114,43.4,597.9,0,96
Hafizabad,2023-24,wheat,2023-12-01,2024-03-15,19.192,7.219,25.8,100.0,0,0
Hafizabad,2024-25,onion,2024-12-01,2025-04-30,24.699,11.179,42.4,76.4,0,24
Hafizabad,2024-25,potato,2024-10-15,2025-02-15,22.756,10.44,32.4,9.0,0,0
Hafizabad,2024-25,rice,2024-06-15,2024-10-15,35.153,25.693,43.5,588.6,0,52
Hafizabad,2024-25,sugarcane,2024-03-01,2024-11-30,33.312,21.551,44.3,717.8,0,94
Hafizabad,2024-25,tomato,2024-09-01,2024-12-31,27.901,16.43,36.9,102.0,0,8
Hafizabad,2024-25,wheat,2024-12-01,2025-03-15,20.195,8.095,27.2,71.7,0,0
Jhang,2017-18,bajra,2017-07-15,2017-10-15,36.725,26.716,40.8,158.9,0,76
Jhang,2017-18,barley,2017-12-01,2018-03-15,22.775,8.99,31.1,46.8,0,0
Jhang,2017-18,cotton,2017-05-15,2017-10-31,37.107,26.115,45.0,265.8,0,133
Jhang,2017-18,jowar,2017-07-01,2017-10-15,36.913,26.99,40.8,177.9,0,89
Jhang,2017-18,maize,2017-08-01,2017-11-15,34.748,23.698,40.8,125.5,0,60
Jhang,2017-18,potato,2017-10-15,2018-02-15,23.92,10.277,35.3,29.4,0,2
Jhang,2017-18,rice,2017-06-15,2017-10-15,36.962,26.959,40.8,235.8,0,101
Jhang,2017-18,sugarcane,2017-03-01,2017-11-30,34.807,22.787,45.0,318.0,0,171
Jhang,2017-18,tomato,2017-09-01,2017-12-31,29.23,16.648,38.2,50.8,0,33
Jhang,2018-19,bajra,2018-07-15,2018-10-15,36.228,26.658,39.9,86.0,0,69
Jhang,2018-19,barley,2018-12-01,2019-03-15,19.578,7.65,25.5,107.8,0,0
Jhang,2018-19,cotton,2018-05-15,2018-10-31,36.728,26.057,44.6,156.7,0,123
Jhang,2018-19,jowar,2018-07-01,2018-10-15,36.431,26.88,40.6,103.3,0,81
Jhang,2018-19,maize,2018-08-01,2018-11-15,34.177,23.329,39.9,25.2,0,55
Jhang,2018-19,onion,2018-12-01,2019-04-30,23.383,10.98,39.0,145.8,0,15
Jhang,2018-19,potato,2018-10-15,2019-02-15,22.723,10.052,32.8,45.3,0,0
Jhang,2018-19,rice,2018-06-15,2018-10-15,36.475,26.957,40.9,136.2,0,92
Jhang,2018-19,sugarcane,2018-03-01,2018-11-30,34.65,22.824,44.6,229.0,0,147
Jhang,2018-19,tomato,2018-09-01,2018-12-31,29.003,16.465,39.0,8.5,0,27
Jhang,2019-20,bajra,2019-07-15,2019-10-15,35.954,26.897,41.5,206.3,0,60
Jhang,2019-20,barley,2019-12-01,2020-03-15,19.465,8.235,28.5,195.3,1,0
Jhang,2019-20,cotton,2019-05-15,2019-10-31,36.685,26.309,44.4,258.1,0,115
Jhang,2019-20,jowar,2019-07-01,2019-10-15,36.422,27.293,42.7,208.7,0,74
Jhang,2019-20,maize,2019-08-01,2019-11-15,33.875,23.978,41.5,143.7,0,50
Jhang,2019-20,onion,2019-12-01,2020-04-30,22.518,11.088,38.0,270.9,1,7
Jhang,2019-20,potato,2019-10-15,2020-02-15,21.616,10.156,33.9,88.6,1,0
Jhang,2019-20,rice,2019-06-15,2019-10-15,36.677,27.372,43.4,239.9,0,89
Jhang,2019-20,sugarcane,2019-03-01,2019-11-30,33.828,22.629,44.4,340.1,0,143
Jhang,2019-20,tomato,2019-09-01,2019-12-31,28.016,17.13,41.5,100.4,1,24
Jhang,2019-20,wheat,2019-12-01,2020-03-15,19.465,8.235,28.5,195.3,1,0
Jhang,2020-21,bajra,2020-07-15,2020-10-15,36.747,26.671,41.5,184.2,0,70
Jhang,2020-21,barley,2020-12-01,2021-03-15,22.815,8.894,31.6,25.4,0,0
Jhang,2020-21,cotton,2020-05-15,2020-10-31,37.167,25.995,43.8,252.3,0,123
Jhang,2020-21,jowar,2020-07-01,2020-10-15,37.052,26.935,42.3,204.8,0,83
Jhang,2020-21,onion,2020-12-01,2021-04-30,25.628,11.728,40.0,68.8,0,9
Jhang,2020-21,potato,2020-10-15,2021-02-15,23.618,9.612,35.2,29.2,0,1
Jhang,2020-21,rice,2020-06-15,2020-10-15,37.562,27.279,43.8,231.6,0,99
Jhang,2020-21,sugarcane,2020-03-01,2020-11-30,33.728,22.208,43.8,443.8,0,138
Jhang,2020-21,tomato,2020-09-01,2020-12-31,29.099,16.012,39.1,67.0,0,33
Jhang,2021-22,bajra,2021-07-15,2021-10-15,36.505,27.282,42.4,109.5,0,69
Jhang,2021-22,cotton,2021-05-15,2021-10-31,36.823,26.435,43.7,161.3,0,125
Jhang,2021-22,jowar,2021-07-01,2021-10-15,36.865,27.578,42.4,124.9,0,82
Jhang,2021-22,maize,2021-08-01,2021-11-15,34.338,23.848,40.4,71.1,0,55
Jhang,2021-22,onion,2021-12-01,2022-04-30,26.557,12.9,44.2,83.8,0,43
Jhang,2021-22,potato,2021-10-15,2022-02-15,22.812,10.093,34.2,61.0,0,0
Jhang,2021-22,rice,2021-06-15,2021-10-15,37.091,27.532,42.7,136.6,0,97
Jhang,2021-22,sugarcane,2021-03-01,2021-11-30,34.506,22.825,43.7,207.8,0,146
Jhang,2021-22,tomato,2021-09-01,2021-12-31,28.695,16.657,38.7,50.5,0,25
Jhang,2022-23,barley,2022-12-01,2023-03-15,22.919,9.511,33.2,30.9,2,0
Jhang,2022-23,cotton,2022-05-15,2022-10-31,36.764,25.928,46.6,396.6,0,99
Jhang,2022-23,jowar,2022-07-01,2022-10-15,35.486,26.267,39.9,322.4,0,58
Jhang,2022-23,maize,2022-08-01,2022-11-15,33.979,23.327,38.5,130.2,0,41
Jhang,2022-23,onion,2022-12-01,2023-04-30,25.258,11.963,39.5,130.8,2,12
