district,season,crop_type,start,end,tmax_mean_c,tmin_mean_c,tmax_peak_c,rain_mm,frost_days,hot_days_35c
Toba Tek Singh,2019-20,sugarcane,2019-03-01,2019-11-30,33.993,22.822,44.0,367.7,0,148
Toba Tek Singh,2019-20,tomato,2019-09-01,2019-12-31,28.445,17.413,41.2,81.3,1,28
Toba Tek Singh,2019-20,wheat,2019-12-01,2020-03-15,19.77,8.374,28.7,170.4,1,0
Toba Tek Singh,2020-21,bajra,2020-07-15,2020-10-15,36.806,26.863,41.1,189.8,0,72
Toba Tek Singh,2020-21,cotton,2020-05-15,2020-10-31,37.276,26.274,43.8,256.8,0,130
Toba Tek Singh,2020-21,jowar,2020-07-01,2020-10-15,37.08,27.144,42.2,201.9,0,86
Toba Tek Singh,2020-21,onion,2020-12-01,2021-04-30,25.795,12.167,41.0,66.1,0,12
Toba Tek Singh,2020-21,potato,2020-10-15,2021-02-15,23.669,10.103,35.9,31.3,0,6
Toba Tek Singh,2020-21,rice,2020-06-15,2020-10-15,37.601,27.541,43.5,236.7,0,102
Toba Tek Singh,2020-21,sugarcane,2020-03-01,2020-11-30,33.839,22.53,43.8,444.8,0,143
Toba Tek Singh,2020-21,tomato,2020-09-01,2020-12-31,29.525,16.485,39.1,50.3,0,43
Toba Tek Singh,2021-22,bajra,2021-07-15,2021-10-15,36.445,27.341,42.7,102.1,0,68
Toba Tek Singh,2021-22,cotton,2021-05-15,2021-10-31,36.805,26.546,43.8,163.3,0,126
Toba Tek Singh,2021-22,jowar,2021-07-01,2021-10-15,36.835,27.651,42.7,112.0,0,82
Toba Tek Singh,2021-22,maize,2021-08-01,2021-11-15,34.464,23.944,41.1,46.7,0,57
Toba Tek Singh,2021-22,onion,2021-12-01,2022-04-30,27.209,13.287,44.7,76.2,0,42
Toba Tek Singh,2021-22,potato,2021-10-15,2022-02-15,23.643,10.582,33.7,43.3,0,0
Toba Tek Singh,2021-22,rice,2021-06-15,2021-10-15,37.02,27.572,42.7,119.4,0,96
Toba Tek Singh,2021-22,sugarcane,2021-03-01,2021-11-30,34.864,23.153,43.8,205.8,0,151
Toba Tek Singh,2021-22,tomato,2021-09-01,2021-12-31,29.317,17.11,38.6,33.4,0,26
Toba Tek Singh,2022-23,bajra,2022-07-15,2022-10-15,35.172,25.906,38.6,239.7,0,51
Toba Tek Singh,2022-23,cotton,2022-05-15,2022-10-31,36.904,26.164,46.5,353.1,0,107
Toba Tek Singh,2022-23,jowar,2022-07-01,2022-10-15,35.484,26.342,40.4,281.6,0,64
Toba Tek Singh,2022-23,maize,2022-08-01,2022-11-15,34.314,23.598,38.6,85.2,0,48
Toba Tek Singh,2022-23,onion,2022-12-01,2023-04-30,25.772,12.48,39.9,138.3,2,12
Toba Tek Singh,2022-23,potato,2022-10-15,2023-02-15,24.402,11.011,35.1,29.8,2,1
Toba Tek Singh,2022-23,rice,2022-06-15,2022-10-15,35.793,26.434,45.2,348.6,0,75
Toba Tek Singh,2022-23,sugarcane,2022-03-01,2022-11-30,36.148,23.716,46.7,383.4,0,163
Toba Tek Singh,2022-23,tomato,2022-09-01,2022-12-31,30.058,17.52,38.6,34.2,0,31
Toba Tek Singh,2023-24,bajra,2023-07-15,2023-10-15,36.546,26.873,40.8,121.0,0,73
Toba Tek Singh,2023-24,cotton,2023-05-15,2023-10-31,36.435,26.082,44.3,315.9,0,121
Toba Tek Singh,2023-24,jowar,2023-07-01,2023-10-15,36.557,26.951,40.8,164.2,0,82
Toba Tek Singh,2023-24,maize,2023-08-01,2023-11-15,34.545,24.022,40.8,98.7,0,65
Toba Tek Singh,2023-24,onion,2023-12-01,2024-04-30,24.424,11.466,39.1,51.1,0,10
Toba Tek Singh,2023-24,potato,2023-10-15,2024-02-15,23.111,10.884,32.9,88.5,0,0
Toba Tek Singh,2023-24,rice,2023-06-15,2023-10-15,37.106,27.401,44.3,191.1,0,98
Toba Tek Singh,2023-24,sugarcane,2023-03-01,2023-11-30,34.125,22.817,44.3,467.7,0,141
Toba Tek Singh,2023-24,tomato,2023-09-01,2023-12-31,29.878,17.793,40.1,93.0,0,35
Toba Tek Singh,2023-24,wheat,2023-12-01,2024-03-15,20.993,8.338,27.9,30.7,0,0
Toba Tek Singh,2024-25,bajra,2024-07-15,2024-10-15,35.726,26.516,40.6,218.6,0,54
Toba Tek Singh,2024-25,cotton,2024-05-15,2024-10-31,37.899,26.959,46.9,351.7,0,116
Toba Tek Singh,2024-25,jowar,2024-07-01,2024-10-15,36.096,26.866,43.0,303.8,0,65
Toba Tek Singh,2024-25,onion,2024-12-01,2025-04-30,26.136,12.474,43.9,27.4,0,27
Toba Tek Singh,2024-25,potato,2024-10-15,2025-02-15,24.403,11.59,35.7,3.1,0,5
Toba Tek Singh,2024-25,rice,2024-06-15,2024-10-15,36.842,27.303,45.9,334.0,0,81
Toba Tek Singh,2024-25,sugarcane,2024-03-01,2024-11-30,35.288,23.355,46.9,394.3,0,139
Toba Tek Singh,2024-25,tomato,2024-09-01,2024-12-31,29.926,18.028,38.4,34.3,0,29
Toba Tek Singh,2024-25,wheat,2024-12-01,2025-03-15,21.619,8.988,30.6,26.9,0,0
Vehari,2017-18,bajra,2017-07-15,2017-10-15,36.934,26.981,41.2,120.8,0,80
Vehari,2017-18,barley,2017-12-01,2018-03-15,23.294,9.778,32.8,18.9,0,0
Vehari,2017-18,cotton,2017-05-15,2017-10-31,37.306,26.546,44.9,205.4,0,136
Vehari,2017-18,jowar,2017-07-01,2017-10-15,37.11,27.361,41.2,126.0,0,94
Vehari,2017-18,maize,2017-08-01,2017-11-15,34.877,23.851,41.2,85.6,0,63
Vehari,2017-18,potato,2017-10-15,2018-02-15,24.138,10.786,34.9,16.4,0,0
Vehari,2017-18,rice,2017-06-15,2017-10-15,37.102,27.37,41.2,185.0,0,105
Vehari,2017-18,sugarcane,2017-03-01,2017-11-30,35.173,23.312,44.9,219.4,0,177
Vehari,2017-18,tomato,2017-09-01,2017-12-31,29.269,16.884,38.1,47.9,0,34
Vehari,2018-19,bajra,2018-07-15,2018-10-15,36.26,26.966,40.0,66.2,0,70
Vehari,2018-19,barley,2018-12-01,2019-03-15,20.411,8.625,25.9,63.5,0,0
Vehari,2018-19,cotton,2018-05-15,2018-10-31,36.838,26.595,44.8,149.0,0,122
Vehari,2018-19,jowar,2018-07-01,2018-10-15,36.444,27.213,40.8,74.9,0,80
Vehari,2018-19,maize,2018-08-01,2018-11-15,34.041,23.65,39.7,32.6,0,54
Vehari,2018-19,onion,2018-12-01,2019-04-30,24.278,11.926,40.9,79.1,0,18
Vehari,2018-19,potato,2018-10-15,2019-02-15,23.21,10.833,33.2,23.0,0,0
Vehari,2018-19,rice,2018-06-15,2018-10-15,36.484,27.357,40.8,134.9,0,91
Vehari,2018-19,sugarcane,2018-03-01,2018-11-30,35.097,23.563,44.8,168.2,0,160
Vehari,2018-19,tomato,2018-09-01,2018-12-31,28.986,16.92,37.6,4.0,0,25
Vehari,2019-20,bajra,2019-07-15,2019-10-15,36.711,27.557,41.3,204.2,0,73
Vehari,2019-20,barley,2019-12-01,2020-03-15,20.551,8.705,29.7,85.2,1,0
Vehari,2019-20,cotton,2019-05-15,2019-10-31,37.37,26.878,44.6,227.9,0,130
Vehari,2019-20,jowar,2019-07-01,2019-10-15,37.215,28.05,42.5,204.2,0,87
Vehari,2019-20,maize,2019-08-01,2019-11-15,34.611,24.502,41.3,176.1,0,61
Vehari,2019-20,onion,2019-12-01,2020-04-30,23.774,11.858,38.2,135.8,1,10
Vehari,2019-20,potato,2019-10-15,2020-02-15,22.494,10.643,35.3,53.5,1,3
Vehari,2019-20,rice,2019-06-15,2019-10-15,37.468,28.135,42.5,207.3,0,102
Vehari,2019-20,sugarcane,2019-03-01,2019-11-30,34.576,23.289,44.6,272.0,0,162
Vehari,2019-20,tomato,2019-09-01,2019-12-31,28.842,17.559,41.3,100.5,1,33
Vehari,2019-20,wheat,2019-12-01,2020-03-15,20.551,8.705,29.7,85.2,1,0
Vehari,2020-21,bajra,2020-07-15,2020-10-15,36.919,27.139,41.0,129.0,0,78
Vehari,2020-21,cotton,2020-05-15,2020-10-31,37.662,26.717,44.3,139.5,0,140
Vehari,2020-21,jowar,2020-07-01,2020-10-15,37.283,27.51,43.7,133.0,0,92
Vehari,2020-21,onion,2020-12-01,2021-04-30,27.161,12.833,41.2,21.8,0,22
Vehari,2020-21,potato,2020-10-15,2021-02-15,24.515,10.346,36.0,12.2,0,6
Vehari,2020-21,rice,2020-06-15,2020-10-15,37.815,27.992,44.3,133.8,0,108
Vehari,2020-21,sugarcane,2020-03-01,2020-11-30,34.629,23.106,44.3,247.9,0,161
Vehari,2020-21,tomato,2020-09-01,2020-12-31,30.143,16.717,38.9,62.6,0,43
Vehari,2021-22,bajra,2021-07-15,2021-10-15,37.53,28.161,43.3,48.3,0,76
Vehari,2021-22,cotton,2021-05-15,2021-10-31,37.831,27.495,44.9,61.1,0,136
Vehari,2021-22,jowar,2021-07-01,2021-10-15,37.968,28.554,43.3,55.4,0,90
Vehari,2021-22,maize,2021-08-01,2021-11-15,35.232,24.577,42.3,32.7,0,60
Vehari,2021-22,onion,2021-12-01,2022-04-30,27.613,13.711,44.8,33.9,0,41
Vehari,2021-22,potato,2021-10-15,2022-02-15,24.244,11.038,33.6,25.5,0,0
Vehari,2021-22,rice,2021-06-15,2021-10-15,38.132,28.52,43.3,56.5,0,106
Vehari,2021-22,sugarcane,2021-03-01,2021-11-30,35.975,23.996,44.9,73.9,0,171
Vehari,2021-22,tomato,2021-09-01,2021-12-31,29.902,17.601,39.7,25.0,0,29
Vehari,2022-23,bajra,2022-07-15,2022-10-15,35.154,26.012,38.3,228.8,0,54
Vehari,2022-23,cotton,2022-05-15,2022-10-31,37.071,26.403,47.0,421.1,0,111
Vehari,2022-23,jowar,2022-07-01,2022-10-15,35.446,26.366,40.4,334.2,0,65
Vehari,2022-23,maize,2022-08-01,2022-11-15,34.712,23.831,38.3,60.2,0,58
Vehari,2022-23,onion,2022-12-01,2023-04-30,25.781,12.474,41.8,36.6,0,16
Vehari,2022-23,potato,2022-10-15,2023-02-15,24.373,11.114,36.4,12.0,0,7
Vehari,2022-23,rice,2022-06-15,2022-10-15,35.791,26.553,44.8,420.4,0,75
Vehari,2022-23,sugarcane,2022-03-01,2022-11-30,36.319,24.004,47.4,434.0,0,167
Vehari,2022-23,tomato,2022-09-01,2022-12-31,30.466,17.761,38.3,8.3,0,44
Vehari,2023-24,bajra,2023-07-15,2023-10-15,35.826,26.717,39.3,151.8,0,64
Vehari,2023-24,cotton,2023-05-15,2023-10-31,36.106,26.199,42.8,259.9,0,117
Vehari,2023-24,maize,2023-08-01,2023-11-15,34.04,23.974,39.3,79.7,0,56
Vehari,2023-24,onion,2023-12-01,2024-04-30,24.866,11.922,39.8,22.6,0,14
Vehari,2023-24,potato,2023-10-15,2024-02-15,23.206,11.06,33.1,48.2,0,0
Vehari,2023-24,rice,2023-06-15,2023-10-15,36.576,27.411,42.8,173.3,0,93
Vehari,2023-24,sugarcane,2023-03-01,2023-11-30,34.199,23.022,42.8,296.0,0,142
Vehari,2023-24,tomato,2023-09-01,2023-12-31,29.461,17.787,39.0,73.4,0,26
Vehari,2023-24,wheat,2023-12-01,2024-03-15,21.162,8.608,27.7,13.3,0,0
Vehari,2024-25,bajra,2024-07-15,2024-10-15,36.671,27.225,41.3,183.4,0,71
Vehari,2024-25,cotton,2024-05-15,2024-10-31,38.541,27.589,47.5,257.4,0,140
Vehari,2024-25,onion,2024-12-01,2025-04-30,27.122,12.977,44.4,20.7,0,32
Vehari,2024-25,potato,2024-10-15,2025-02-15,25.506,11.96,37.7,3.7,0,13
Vehari,2024-25,rice,2024-06-15,2024-10-15,37.467,27.935,44.0,254.4,0,100
Vehari,2024-25,sugarcane,2024-03-01,2024-11-30,36.094,24.054,47.5,276.4,0,170
Vehari,2024-25,tomato,2024-09-01,2024-12-31,31.109,18.563,39.7,15.5,0,49
Vehari,2024-25,wheat,2024-12-01,2025-03-15,22.623,9.443,32.0,18.6,0,0
