District,Season,Crop,Area (ha),Production (tonnes),Yield,Yield Unit,Source
Sialkot,2021-22,potato,4415.0,110441.0,25.0149,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2022-23,potato,4628.0,152089.0,32.8628,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2023-24,potato,4249.0,145856.0,34.3271,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2024-25,potato,5099.0,200470.99,39.3157,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2017-18,potato,5274.0,123814.0,23.4763,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2018-19,potato,5793.0,133957.99,23.1241,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2019-20,potato,5364.0,123586.0,23.0399,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2020-21,potato,9613.0,217587.01,22.6347,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2021-22,potato,11867.0,309760.01,26.1026,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2022-23,potato,12525.0,291438.99,23.2686,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2023-24,potato,12742.0,295178.01,23.1658,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2024-25,potato,14240.0,326702.0,22.9426,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2017-18,potato,3506.0,108048.0,30.818,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2018-19,potato,3885.0,116720.0,30.0438,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2019-20,potato,3964.0,114343.0,28.8454,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2020-21,potato,7944.0,194740.01,24.5141,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2021-22,potato,14897.0,375756.01,25.2236,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2022-23,potato,14678.0,361959.02,24.66,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2023-24,potato,17010.0,487795.01,28.677,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2024-25,potato,21235.0,677515.01,31.9056,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2017-18,rice,74050.0,160410.0,2.1662,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2018-19,rice,78510.0,179390.0,2.2849,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2019-20,rice,87810.0,191360.0,2.1793,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2020-21,rice,108850.0,269299.99,2.474,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2021-22,rice,136369.99,328489.99,2.4088,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2022-23,rice,104810.0,239020.0,2.2805,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2023-24,rice,125050.0,319280.0,2.5532,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2024-25,rice,153000.0,358000.0,2.3399,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2017-18,rice,11740.0,22630.0,1.9276,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2018-19,rice,13760.0,25920.0,1.8837,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2019-20,rice,18620.0,33880.0,1.8195,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2020-21,rice,21040.0,40400.0,1.9202,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2021-22,rice,23470.0,50010.0,2.1308,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2022-23,rice,10120.0,21540.0,2.1285,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2023-24,rice,16180.0,36390.0,2.2491,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2024-25,rice,27827.0,53200.0,1.9118,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2017-18,rice,400.0,730.0,1.825,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2018-19,rice,400.0,810.0,2.025,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2019-20,rice,400.0,780.0,1.95,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2020-21,rice,2030.0,4000.0,1.9704,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2021-22,rice,1620.0,3340.0,2.0617,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2022-23,rice,810.0,1860.0,2.2963,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2023-24,rice,2030.0,5500.0,2.7094,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2024-25,rice,3700.0,8700.0,2.3514,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2017-18,rice,40870.0,80010.0,1.9577,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2018-19,rice,42490.0,84940.0,1.9991,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2019-20,rice,50180.0,111090.0,2.2138,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2020-21,rice,40870.0,95200.0,2.3293,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2021-22,rice,52210.0,132840.0,2.5443,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2022-23,rice,42490.0,106750.0,2.5124,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2023-24,rice,54630.0,133160.0,2.4375,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2024-25,rice,48600.0,117900.0,2.4259,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2017-18,rice,41690.0,102280.0,2.4533,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2018-19,rice,33180.0,90750.0,2.7351,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2019-20,rice,38450.0,88530.0,2.3025,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2020-21,rice,74860.0,172800.0,2.3083,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2021-22,rice,87810.0,273310.0,3.1125,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2022-23,rice,59080.0,168420.0,2.8507,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2023-24,rice,64350.0,217920.0,3.3865,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2024-25,rice,76900.0,236300.0,3.0728,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2017-18,rice,27120.0,52060.0,1.9196,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2018-19,rice,30350.0,59480.0,1.9598,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2019-20,rice,32370.0,65960.0,2.0377,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2020-21,rice,42090.0,97200.0,2.3093,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2021-22,rice,44920.0,96970.0,2.1587,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2022-23,rice,32370.0,72600.0,2.2428,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2023-24,rice,47350.0,113950.0,2.4065,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2024-25,rice,45700.0,99900.0,2.186,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2017-18,rice,227420.0,546299.99,2.4022,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2018-19,rice,226210.01,470040.01,2.0779,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2019-20,rice,222980.0,484060.0,2.1709,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2020-21,rice,262630.01,590200.01,2.2473,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2021-22,rice,260209.99,564169.98,2.1681,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2022-23,rice,257780.0,584890.01,2.2689,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2023-24,rice,261020.0,555879.99,2.1296,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2024-25,rice,250099.99,521400.01,2.0848,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2017-18,rice,37630.0,64150.0,1.7048,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2018-19,rice,35210.0,54390.0,1.5447,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2019-20,rice,35610.0,67010.0,1.8818,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2020-21,rice,44510.0,81500.0,1.831,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2021-22,rice,38440.0,70490.0,1.8338,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2022-23,rice,34810.0,64800.0,1.8615,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2023-24,rice,36830.0,69160.0,1.8778,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2024-25,rice,35600.0,66200.0,1.8596,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2017-18,rice,140020.0,338980.01,2.4209,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2018-19,rice,139619.99,301299.99,2.158,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2019-20,rice,140020.0,302179.99,2.1581,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2020-21,rice,149330.0,341899.99,2.2896,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2021-22,rice,150940.0,362130.01,2.3992,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2022-23,rice,148929.99,364350.01,2.4465,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2023-24,rice,157420.0,352440.0,2.2389,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2024-25,rice,157800.0,293100.01,1.8574,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2017-18,rice,60290.0,123470.0,2.0479,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2018-19,rice,69600.0,158310.0,2.2746,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2019-20,rice,74460.0,151259.99,2.0314,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2020-21,rice,150530.0,337399.99,2.2414,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2021-22,rice,161070.01,385570.01,2.3938,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2022-23,rice,146500.0,340170.01,2.322,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2023-24,rice,191820.01,459790.01,2.397,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2024-25,rice,192200.0,418100.01,2.1753,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2017-18,rice,1220.0,2160.0,1.7705,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2018-19,rice,1220.0,2440.0,2.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2019-20,rice,1220.0,2330.0,1.9098,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2020-21,rice,2020.0,4700.0,2.3267,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2021-22,rice,400.0,970.0,2.425,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2022-23,rice,2430.0,4830.0,1.9877,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2023-24,rice,2830.0,6400.0,2.2615,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2024-25,rice,2400.0,4000.0,1.6667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2017-18,rice,66370.0,132990.01,2.0038,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2018-19,rice,69610.0,149530.0,2.1481,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2019-20,rice,70400.0,156470.0,2.2226,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2020-21,rice,82960.0,183600.01,2.2131,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2021-22,rice,99950.0,225460.01,2.2557,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2022-23,rice,79320.0,190009.99,2.3955,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2023-24,rice,105620.0,254200.0,2.4067,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2024-25,rice,113700.0,327799.99,2.883,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2017-18,rice,31970.0,65090.0,2.036,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2018-19,rice,32770.0,68240.0,2.0824,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2019-20,rice,39660.0,72020.0,1.8159,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2020-21,rice,52610.0,108100.0,2.0547,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2021-22,rice,79320.0,187940.0,2.3694,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2022-23,rice,45730.0,112580.0,2.4618,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2023-24,rice,54230.0,145289.99,2.6791,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2024-25,rice,76100.0,176300.0,2.3167,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2017-18,rice,27520.0,49700.0,1.806,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2018-19,rice,27520.0,39950.0,1.4517,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2019-20,rice,30760.0,52220.0,1.6977,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2020-21,rice,25900.0,47900.0,1.8494,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2021-22,rice,25500.0,50860.0,1.9945,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2022-23,rice,24680.0,44410.0,1.7994,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2023-24,rice,25900.0,50280.0,1.9413,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2024-25,rice,17000.0,29800.0,1.7529,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2017-18,rice,31970.0,63110.0,1.974,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2018-19,rice,35610.0,71470.0,2.007,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2019-20,rice,35610.0,76510.0,2.1486,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2020-21,rice,29140.0,68700.0,2.3576,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2021-22,rice,32380.0,68210.0,2.1065,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2022-23,rice,24680.0,52760.0,2.1378,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2023-24,rice,32780.0,69430.0,2.1181,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2024-25,rice,28700.0,60700.0,2.115,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2017-18,rice,10120.0,18200.0,1.7984,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2018-19,rice,10930.0,20340.0,1.8609,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2019-20,rice,13760.0,23760.0,1.7267,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2020-21,rice,14160.0,28700.0,2.0268,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2021-22,rice,5670.0,12620.0,2.2258,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2022-23,rice,810.0,1600.0,1.9753,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2023-24,rice,2020.0,4600.0,2.2772,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2024-25,rice,1600.0,3400.0,2.125,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2017-18,rice,8500.0,17970.0,2.1141,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2018-19,rice,12140.0,29530.0,2.4325,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2019-20,rice,19830.0,29500.0,1.4876,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2020-21,rice,23470.0,54000.0,2.3008,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2021-22,rice,29130.0,56970.0,1.9557,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2022-23,rice,10920.0,24340.0,2.2289,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2023-24,rice,14970.0,34300.0,2.2912,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2024-25,rice,21400.0,44700.0,2.0888,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2017-18,rice,65150.0,135179.99,2.0749,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2018-19,rice,63540.0,125660.0,1.9777,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2019-20,rice,62720.0,123860.0,1.9748,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2020-21,rice,97130.0,205600.01,2.1168,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2021-22,rice,94300.0,206000.0,2.1845,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2022-23,rice,83770.0,178690.0,2.1331,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2023-24,rice,109670.0,249649.99,2.2764,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2024-25,rice,101200.0,203500.0,2.0109,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2017-18,rice,6070.0,9100.0,1.4992,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2018-19,rice,6480.0,11220.0,1.7315,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2019-20,rice,8090.0,13620.0,1.6836,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2020-21,rice,5260.0,12700.0,2.4144,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2021-22,rice,5260.0,13140.0,2.4981,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2022-23,rice,3240.0,8470.0,2.6142,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2023-24,rice,4450.0,9820.0,2.2067,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2024-25,rice,3200.0,6200.0,1.9375,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2017-18,rice,25900.0,56050.0,2.1641,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2018-19,rice,31560.0,67190.0,2.129,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2019-20,rice,42490.0,79850.0,1.8793,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2020-21,rice,28320.0,59900.0,2.1151,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2021-22,rice,34400.0,73680.0,2.1419,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2022-23,rice,29950.0,68740.0,2.2952,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2023-24,rice,33180.0,84670.0,2.5518,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2024-25,rice,40900.0,83200.0,2.0342,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2017-18,rice,33990.0,59770.0,1.7585,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2018-19,rice,34410.0,70420.0,2.0465,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2019-20,rice,41680.0,74020.0,1.7759,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2020-21,rice,46540.0,90300.0,1.9403,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2021-22,rice,41280.0,85040.0,2.0601,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2022-23,rice,28330.0,60780.0,2.1454,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2023-24,rice,36420.0,81690.0,2.243,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2024-25,rice,40100.0,79400.0,1.9801,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2017-18,rice,115340.0,231690.0,2.0088,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2018-19,rice,120600.0,239270.0,1.984,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2019-20,rice,122620.0,272519.99,2.2225,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2020-21,rice,109270.0,254800.0,2.3318,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2021-22,rice,113710.0,273489.99,2.4052,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2022-23,rice,108050.0,267280.0,2.4737,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2023-24,rice,123840.0,279489.99,2.2569,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2024-25,rice,115300.0,265500.0,2.3027,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2017-18,rice,72030.0,133410.0,1.8521,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2018-19,rice,72030.0,130960.01,1.8181,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2019-20,rice,72850.0,130880.01,1.7966,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2020-21,rice,74060.0,142899.99,1.9295,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2021-22,rice,72030.0,115550.0,1.6042,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2022-23,rice,76480.0,138429.99,1.81,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2023-24,rice,87820.0,176789.99,2.0131,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2024-25,rice,83400.0,163200.0,1.9568,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2017-18,rice,143660.0,367079.99,2.5552,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2018-19,rice,148520.0,356209.99,2.3984,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2019-20,rice,163490.01,353679.99,2.1633,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2020-21,rice,155000.0,396000.0,2.5548,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2021-22,rice,156610.0,461359.98,2.9459,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2022-23,rice,126260.0,349420.01,2.7675,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2023-24,rice,154990.01,449049.99,2.8973,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2024-25,rice,168800.0,431200.01,2.5545,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2017-18,rice,59090.0,129170.0,2.186,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2018-19,rice,72030.0,164520.0,2.284,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2019-20,rice,84980.0,176070.01,2.0719,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2020-21,rice,88220.0,208800.0,2.3668,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2021-22,rice,105210.0,256630.0,2.4392,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2022-23,rice,82150.0,218060.0,2.6544,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2023-24,rice,103200.0,287040.01,2.7814,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2024-25,rice,123000.0,325700.01,2.648,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2017-18,rice,19020.0,36080.0,1.897,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2018-19,rice,20230.0,39470.0,1.9511,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2019-20,rice,20630.0,40500.0,1.9632,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
